"id","nama","alamat","desa","kecamatan"
"1906","POS PAUD KARTINI I","JALAN RAYA MARMER","JARI","KEC. GONDANG"
"1907","POS PAUD MAWAR III","DUKUH TLIWENG","SENGATEN","KEC. GONDANG"
"1908","POS PAUD KUSUMA BANGSA III","DK. PAJENG","PAJENG","KEC. GONDANG"
"1909","POS PAUD KENANGA INDAH III","DS. SAMBONGREJO","SAMBONGREJO","KEC. GONDANG"
"1910","POS PAUD KENANGA INDAH II","DUSUN SAMBONGREJO","SAMBONGREJO","KEC. GONDANG"
"1911","POS PAUD BABUSSALAM","JALAN MASJID NOMOR 07 GONDANG","GONDANG","KEC. GONDANG"
"1912","POS PAUD KUSUMA BANGSA IV","DK. JIWO","PAJENG","KEC. GONDANG"
"1913","POS PAUD ARUM DHANI III","DS. PRAGELAN","PRAGELAN","KEC. GONDANG"
"1914","POS PAUD SEKAR ARUM I","JALAN PATIMURA NO.11","KRONDONAN","KEC. GONDANG"
"1915","POS PAUD MAWAR II","DUSUN TIKUNG","SENGATEN","KEC. GONDANG"
"1916","POS PAUD MAWAR I","DUKUH NGEPEH","SENGATEN","KEC. GONDANG"
"1917","POS PAUD SRI REJEKI","MADRASAH","MAYANGGENENG","KEC. KALITIDU"
"1918","POS PAUD KECUBUNG","DUSUN MOJOROTO RT 16 RW 03","MOJOSARI","KEC. KALITIDU"
"1919","POS PAUD NUSA INDAH","PUD NO. 99","TALOK","KEC. KALITIDU"
"1920","POS PAUD ARUM DALU","SUMUR PANGGANG","BRENGGOLO","KEC. KALITIDU"
"1921","POS PAUD KENANGA","DS. DEMPEL","WOTAN NGARE","KEC. KALITIDU"
"1922","POS PAUD DAHLIA","KRAJAN","KALITIDU","KEC. KALITIDU"
"1923","POS PAUD ANYELIR","KRAJAN","GREBEGAN","KEC. KALITIDU"
"1924","POS PAUD KASIH BUNDA","JL. WADUK LERAN","NGUJO","KEC. KALITIDU"
"1925","POS PAUD TERATAI","PUD NO. 1","MLATEN","KEC. KALITIDU"
"1926","POS PAUD MAWAR INDAH","HAMBALI","PUNGPUNGAN","KEC. KALITIDU"
"1927","POS PAUD KASIH IBU","LETJEN H SUDIRMAN NO. 88","NGRINGINREJO","KEC. KALITIDU"
"1928","POS PAUD LA TULIPE","RAYA CEPU","LERAN","KEC. KALITIDU"
"1929","POS PAUD MELATI","PUD NO 01","PILANGSARI","KEC. KALITIDU"
"1930","POS PAUD PERMATA HATI","RAYA CEPU","SUKOHARJO","KEC. KALITIDU"
"1931","POS PAUD MELATI","DESA SUMENGKO","SUMENGKO","KEC. KALITIDU"
"1932","POS PAUD TERATAI II","DESA MLATEN","MLATEN","KEC. KALITIDU"
"1933","POS PAUD SAKURA","RONGGOLWE","MAYANGREJO","KEC. KALITIDU"
"1934","POS PAUD TERATAI III","DESA MLATEN","MLATEN","KEC. KALITIDU"
"1935","PP. DWI PUTRA","JALAN POROS DESA TEMU KECAMATAN KANOR KABUPATEN BO","TEMU","KEC. KANOR"
"1936","POS PAUD CEMPAKA","DS. PRIGI","PRIGI","KEC. KANOR"
"1937","PP. PERMATA HATI","DS. SROYO","SROYO","KEC. KANOR"
"1938","POS PAUD CEMPAKA","RT.3 RW.2","SARANGAN","KEC. KANOR"
"1939","PP ANGGREK","JALAN RAYA DSA BUNGUR KC. KANOR KAB. BOJONEGORO","BUNGUR","KEC. KANOR"
"1940","POS PAUD PKK MELATI CARUBAN","DESA CARUBAN RT04 RW02 KEC. KANOR KAB. BOJONEGORO","CARUBAN","KEC. KANOR"
"1941","POS PAUD AL ISLAM","DUSUN TUGU RT 05 RW 01","PILANG","KEC. KANOR"
"1942","POS PAUD CEMPAKA","JALAN PASINAN NO.1","TEJO","KEC. KANOR"
"1943","POS PAUD SAKURA 2","DS. KANOR","KANOR","KEC. KANOR"
"1944","POS PAUD MELATI","JL. RAYA KANOR","PIYAK","KEC. KANOR"
"1945","POS PAUD BOUGENVIL","RAYA KANOR","SIMBATAN","KEC. KANOR"
"1946","POS PAUD TUNAS BANGSA","JALAN POROS TIMUR RT 03 RW 01","CANGAKAN","KEC. KANOR"
"1947","POS PAUD SAKURA","DESA KANOR","KANOR","KEC. KANOR"
"1948","POS PAUD TUNAS BANGSA","DESA NGLARANGAN","NGLARANGAN","KEC. KANOR"
"1949","POS PAUD MAWAR","DS SEMAMBUNG","SEMAMBUNG","KEC. KANOR"
"1950","POS PAUD MUTIARA BUNDA","RT.2 , RW.3 DESA SEDENG,KEC.KANOR,KAB. BOJONEGORO","SEDENG","KEC. KANOR"
"1951","POS PAUD DAHLIA","JL. PUD NO. 101","PALEMBON","KEC. KANOR"
"1952","POS PAUD PELANGI","JALAN RAYA DESA KABALAN NO.01","KABALAN","KEC. KANOR"
"1953","POS PAUD GADING","DS PESEEN","PESEN","KEC. KANOR"
"1954","POS PAUD AISYIYAH MEJASEM","MEJASEM","BAKUNG","KEC. KANOR"
"1955","POS PAUD DAHLIA","ASAM JAJAR NO. 70","KEDUNGPRIMPEN","KEC. KANOR"
"1956","PP TUNAS HARAPAN","SOEKARNO HATTA NO. 305 / MEJASEM","BAKUNG","KEC. KANOR"
"1957","POS PAUD MELATI","RT.05 RW.02","SAMBERAN","KEC. KANOR"
"1958","POS PAUD MAWAR II","DS. GEDONGARUM KEC. KANOR","GEDONGARUM","KEC. KANOR"
"1959","POS PAUD FLAMBOYAN","JL. RAYA MEDALEM","SIMOREJO","KEC. KANOR"
"1960","POS PAUD MELATI SUMBERWANGI","RT.2 RW.2","SUMBERWANGI","KEC. KANOR"
"1961","POS PAUD HARAPAN BANGSA","JL.RAYA KANOR RT 01 /RW 02 DESA TAMBAHREJO ","TAMBAHREJO","KEC. KANOR"
"1962","PP WIJAYA KUSUMA","LETDA NUR HASYIM NO. 132","KALIANYAR","KEC. KAPAS"
"1963","POS PAUD BOUGENVILE","DS. BANGILAN","BANGILAN","KEC. KAPAS"
"1964","TP ARUMDALU","JL. RAYA WEDI RT. 03 RW. 01","WEDI","KEC. KAPAS"
"1965","TAMAN POSYANDU MELATI","MAJAPAHIT","KLAMPOK","KEC. KAPAS"
"1966","POS PAUD ANUGERAH","WONGSOREJO NO. 88","KUMPUL REJO","KEC. KAPAS"
"1967","TAMAN POSYANDU LESTARI","JL. RAYA KAPAS - KALIREJO","BAKALAN","KEC. KAPAS"
"1968","TP PENITIAN","DESA NGAMPEL RT.  05 RW.  02 KEC.  KAPAS KAB.  BOJ","NGAMPEL","KEC. KAPAS"
"1969","TAMAN POSYANDU ANGGREK","NGGUYANGAN","KAPAS","KEC. KAPAS"
"1970","POS PAUD HIDAYATUL ATHFAL","KAUMAN NO. 71","BENDO","KEC. KAPAS"
"1971","POS PAUD ANYELIR","RADEN SENG","PADANG MENTOYO","KEC. KAPAS"
"1972","TAMAN POSYANDU DAHLIA","TUGU PAYUNG","MOJODESO","KEC. KAPAS"
"1973","POS PAUD MAYANG","MUNGINSIDI","SEMBUNG","KEC. KAPAS"
"1974","POS PAUD PACAR BANYU","DESA TIKUSAN NO. 127","TIKUSAN","KEC. KAPAS"
"1975","TP RUKUN SENTOSA","JL. KH SHOLEH NO. 56","PLESUNGAN","KEC. KAPAS"
"1976","POS PAUD NURUL HUDA","SENDANG NO. 99","SEMEN PINGGIR","KEC. KAPAS"
"1977","TP MAWAR","DESA SEMENPINGGIR","SEMEN PINGGIR","KEC. KAPAS"
"1978","POS PAUD ANGGREK II","DESA KAPAS","KAPAS","KEC. KAPAS"
"1979","TAMAN POSYANDU ASTER","KAKI PROYO NO. 464","TANJUNGHARJO","KEC. KAPAS"
"1980","TP. MELATI","DESA SUKOWATI","SUKOWATI","KEC. KAPAS"
"1981","POS PAUD TUNAS KREJENG","BETET","BETET","KEC. KASIMAN"
"1982","POS PAUD TUNAS JANTIKO MANTAB","JL. MASJID DARUL MUQORROBIN RT. 06 RW. 02 DESA SAM","SAMBENG","KEC. KASIMAN"
"1983","POS PAUD CAHAYA INSAN","JALAN RAYA KEDEWAN NO. 69 RT 009 RW 004","KASIMAN","KEC. KASIMAN"
"1984","POS PAUD JAYA I","DUSUN PAGER","SIDOMUKTI","KEC. KASIMAN"
"1985","POS PAUD KEMUNING","DESA TAMBAKMERAK RT 09 RW 02","TAMBAKMERAK","KEC. KASIMAN"
"1986","POS PAUD AL-IKHLAS","MASJID, RT 01 RW 02","BESAH","KEC. KASIMAN"
"1987","POS PAUD JAYA II","DUSUN SUROH","SIDOMUKTI","KEC. KASIMAN"
"1988","POS PAUD PUTRA PERTIWI","RT 05 RW 02","BETET","KEC. KASIMAN"
"1989","POS PAUD BAHAGIA III","DUSUN GEMPOL RT 02 RW 05","NGAGLIK","KEC. KASIMAN"
"1990","POS PAUD PUTRA MULIA","DESA TEMBELING RT 11 / RW 01","TEMBELING","KEC. KASIMAN"
"1991","POS PAUD BAHAGIA II","RT. 01 RW. 04","NGAGLIK","KEC. KASIMAN"
"1992","POS PAUD WIJAYA KUSUMA","JL.WONOSARI RT 06 RW 01","SEKARAN","KEC. KASIMAN"
"1993","POS PAUD SEMBODRO","RT.02 RW.01","BATOKAN","KEC. KASIMAN"
"1994","POS PAUD MENUR","RT. 010 RW. 004","BETET","KEC. KASIMAN"
"1995","POS PAUD BAHAGIA 1","JL.CEMPAKA NO 141 RT 003 RW 001 NGAGLIK","NGAGLIK","KEC. KASIMAN"
"1996","POS PAUD ANGGREK","WONOCOLO","BEJI","KEC. KEDEWAN"
"1997","POS PAUD KELAPA II","DANGILO","HARGOMULYO","KEC. KEDEWAN"
"1998","POS PAUD MAWAR","RAYA KEDEWAN","KEDEWAN","KEC. KEDEWAN"
"1999","POS PAUD MELATI","KAWENGAN","WONOCOLO","KEC. KEDEWAN"
"2000","POS PAUD MELATI","DESA KEDEWAN","HARGOMULYO","KEC. KEDEWAN"
"2001","POS PAUD MELATI ","DESA BEJI","BEJI","KEC. KEDEWAN"
"2002","POS PAUD KELAPA I","HARGOMULYO","HARGOMULYO","KEC. KEDEWAN"
"2003","POS PAUD KELAPA III","DANGILO","KEDEWAN","KEC. KEDEWAN"
"2004","POS PAUD FLAMBOYAN II","GEMBOL","SIDOMULYO","KEC. KEDUNGADEM"
"2005","POS PAUD ANGGREK I","PLOSOREJO RT 13.RW4.,DS. DROKILO","DROKILO","KEC. KEDUNGADEM"
"2006","POS PAUD GADING","KENDUNG","KENDUNG","KEC. KEDUNGADEM"
"2007","POS PAUD MELATI 2","KEDUNGPANDAN","KESONGO","KEC. KEDUNGADEM"
"2008","POS PAUD DELIMA II","MULUNG","NGRANDU","KEC. KEDUNGADEM"
"2009","PP FLAMBOYAN I","DSN. SINGGANG DS. SIDOMULYO","SIDOMULYO","KEC. KEDUNGADEM"
"2010","POS PAUD FLAMBOYAN II","SUMENGKO","TONDOMULO","KEC. KEDUNGADEM"
"2011","POS PAUD DAHLIA","MANGUNAN","DUWEL","KEC. KEDUNGADEM"
"2012","POS PAUD AS ZAHRA","SUROREJO 11","KEDUNGREJO","KEC. KEDUNGADEM"
"2013","POS PAUD GADING II","DESA KENDUNG","KENDUNG","KEC. KEDUNGADEM"
"2014","POS PAUD BOUGENVILLE II","SAMBEN RT. 04 RW. 01","JAMBEREJO","KEC. KEDUNGADEM"
"2015","POS PAUD MELATI II","RAYA MEGALE, DSN JINTEL","MEGALE","KEC. KEDUNGADEM"
"2016","POS PAUD CEMPAKA","BANARAN","BABAD","KEC. KEDUNGADEM"
"2017","POS PAUD KENANGA IV","DESA TLOGOAGUNG KEC. KEDUNGADEM","TLOGOAGUNG","KEC. KEDUNGADEM"
"2018","POS PAUD SEDAP MALAM","DSN. BRONJONG","KEPOH KIDUL","KEC. KEDUNGADEM"
"2019","POS PAUD FLAMBOYAN III","BUNTEN RT 2/15","TONDOMULO","KEC. KEDUNGADEM"
"2020","PP MELATI I MEGALE","TIRTO AGUNG DSN BETON","MEGALE","KEC. KEDUNGADEM"
"2021","POS PAUD SRI REJEKI III","SUGIHWARAS","BALONGCABE","KEC. KEDUNGADEM"
"2022","POS PAUD ANGGREK II","BANARAN, DAYUKIDUL","DROKILO","KEC. KEDUNGADEM"
"2023","POS PAUD NUSA INDAH II","NGAGLIK","PANJANG","KEC. KEDUNGADEM"
"2024","POS PAUD ANGGREK","WEDEGAN LOR","DAYUKIDUL","KEC. KEDUNGADEM"
"2025","POS PAUD PURING II","DESA GEGER","GEGER","KEC. KEDUNGADEM"
"2026","POS PAUD BOUGENVILLE I","SUMBERGIRANG RT. 28 RW. 08","JAMBEREJO","KEC. KEDUNGADEM"
"2027","POS PAUD PURING","KRAJAN","GEGER","KEC. KEDUNGADEM"
"2028","POS PAUD MELATI","PANJANG","KESONGO","KEC. KEDUNGADEM"
"2029","POS PAUD KENANGA I MOJOREJO","KAMPUNG MOJOREJO RT.2 RW.2 DS. MOJOREJO","MOJOREJO","KEC. KEDUNGADEM"
"2030","POS PAUD MELATI","JLN. RAYA KESONGO RT.6 RW.2 DS. KESONGO","PANJANG","KEC. KEDUNGADEM"
"2031","POS PAUD SEDAP MALAM II","KEPOHKIDUL","KEPOH KIDUL","KEC. KEDUNGADEM"
"2032","POS PAUD ASTER II BABAD","DUSUN BABAD","BABAD","KEC. KEDUNGADEM"
"2033","POS PAUD MAWAR III","DUKUH CEMPLO RT. 01 RW. 05 KEDUNGADEM","KEDUNGADEM","KEC. KEDUNGADEM"
"2034","POS PAUD FLAMBOYAN III","SANGGAR","SIDOMULYO","KEC. KEDUNGADEM"
"2035","POS PAUD MAWAR II","MLIDEG RT. 06 RW. 03","MLIDEG","KEC. KEDUNGADEM"
"2036","POS PAUD SEDAP MALAM","RAYA NO. 45 KEPOHKIDUL","PEJOK","KEC. KEDUNGADEM"
"2037","POS PAUD DAHLIA","JL.WR.SUPRATMAN,DSNKARANGJATI,DS.SIDOREJO RT.12RW.","SIDOREJO","KEC. KEDUNGADEM"
"2038","POS PAUD CEMPAKA","ADI PATI ANOM","TUMBRASANOM","KEC. KEDUNGADEM"
"2039","POS PAUD SRIREJEKI","DUSUN BALONGCABE RT.I RW.1. DS BALONGCABE","BALONGCABE","KEC. KEDUNGADEM"
"2040","POS PAUD PERMATA BUNDA","RONGGOLAWE","KEDUNGADEM","KEC. KEDUNGADEM"
"2041","POS PAUD MAWAR","MLIDEG RT. 07 RW. 03","MLIDEG","KEC. KEDUNGADEM"
"2042","POS PAUD ANGGREK II","KEDUNGDOWO","DAYUKIDUL","KEC. KEDUNGADEM"
"2043","POS PAUD MAHKOTA","MOJOSARI","MOJOSARI","KEC. KEPOHBARU"
"2044","POS PAUD NUSA INDAH","JLN POROS DESA TURIGEDE","TURIGEDE","KEC. KEPOHBARU"
"2045","POS PAUD KASIH BUNDA","POHWATES","POHWATES","KEC. KEPOHBARU"
"2046","POS PAUD KUMALASARI","JLN AHMAD YANI","KEPOH","KEC. KEPOHBARU"
"2047","POS PAUD MELATI CENGKIR","DESA CENGKIR","CENGKIR","KEC. KEPOHBARU"
"2048","POS PAUD DAHLIA","JLN RAYA MBARU","SIDOMUKTI","KEC. KEPOHBARU"
"2049","POS PAUD ANGGREK","TULUNG","MUDUNG","KEC. KEPOHBARU"
"2050","POS PAUD MAWAR","RAYA SUMBERGEDE","SUMBERGEDE","KEC. KEPOHBARU"
"2051","POS PAUD DEWI SARTIKA","RT.14 RW.05","SIMOREJO","KEC. KEPOHBARU"
"2052","POS PAUD AURAKASIH","DUSUN JUWET","KRANGKONG","KEC. KEPOHBARU"
"2053","POS PAUD PERMATA BUNDA","JLN BRAWIJAYA DUSUN BULU","SUGIHWARAS","KEC. KEPOHBARU"
"2054","POS PAUD ANGGREK","JLN POROS NO. 9 TLANAK MUDUNG","KARANGAN","KEC. KEPOHBARU"
"2055","POS PAUD DELIMA","UNTUNG SUROPATI 76","BRANGKAL","KEC. KEPOHBARU"
"2056","POS PAUD CAHAYA HATI","JL MASJID NO. 189","SUMBERAGUNG","KEC. KEPOHBARU"
"2057","POS PAUD CERIA","DESA NGLUMBER","NGLUMBER","KEC. KEPOHBARU"
"2058","POS PAUD MEKAR SARI","JLN GAJAH MADA","BETET","KEC. KEPOHBARU"
"2059","POS PAUD BOGENVILE","RT. 11 RW. 03","WORO","KEC. KEPOHBARU"
"2060","POS PAUD LILY","DESA BALONGDOWO","BALONGDOWO","KEC. KEPOHBARU"
"2061","POS PAUD BUGENFILLE","DESA TLOGOREJO","TLOGOREJO","KEC. KEPOHBARU"
"2062","POS PAUD CALLISTA 2","DSN. JATI TENGAH","PEJOK","KEC. KEPOHBARU"
"2063","POS PAUD MELATI","JLN POROS DESA JIPO","SUMBEROTO","KEC. KEPOHBARU"
"2064","POS PAUD FLAMBOYAN","DUSUN TRASAH","BAYEMGEDE","KEC. KEPOHBARU"
"2065","POS PAUD CEMPAKA","DESA SUMBERAGUNG","SUMBERAGUNG","KEC. KEPOHBARU"
"2066","POS PAUD CEMARA","DESA NGRANGGON ANYAR","NGRANGGON ANYAR","KEC. KEPOHBARU"
"2067","POS PAUD CALLISTA I","DUSUN SOKOREJO DESA PEJOK","PEJOK","KEC. KEPOHBARU"
"2068","POS PAUD MELATI","JALAN KARTINI","JIPO","KEC. KEPOHBARU"
"2069","POS PAUD AL WARDAH","JLN ABU BAKAR NO. 369","POHWATES","KEC. KEPOHBARU"
"2070","POS PAUD AL FALAH","DS.TINAWUN","TINAWUN","KEC. MALO"
"2071","POS PAUD PUTRA BANGSA","WONOSARI NO.225","TAMBAKROMO","KEC. MALO"
"2072","PP ANGGREK","JL. DS. SEMLARAN","SEMLARAN","KEC. MALO"
"2073","POS PAUD AL-AMANAH","BUYUT SENTONO","SUKOREJO","KEC. MALO"
"2074","POS PAUD NUSA INDAH","BRAWIJAYA","TREMBES","KEC. MALO"
"2075","POS PAUD DAHLIA","BATIK MADRIM NO. 019","TANGGIR","KEC. MALO"
"2076","POS PAUD TEGERAT","NGUJUNG","NGUJUNG","KEC. MALO"
"2077","POS PAUD EMBUN","JL. KEDUNGREJO","KEDUNGREJO","KEC. MALO"
"2078","POS PAUD SRIKANDI","SOEKANDAR","MALO","KEC. MALO"
"2079","POS PAUD SERUNI","BENGAWAN SOLO","PETAK","KEC. MALO"
"2080","POS PAUD LESTARI","KLITEH","KLITEH","KEC. MALO"
"2081","POS PAUD BUGENFIL","RT. 03 RW. 02","SUMBEREJO","KEC. MALO"
"2082","PP INSAN KAMIL","K.H. MARZUKI","KEMIRI","KEC. MALO"
"2083","POS PAUD PUSPA INDAH","DESA SUDAH","SUDAH","KEC. MALO"
"2084","POS PAUD MELATI","JL. DS. BANARAN","BANARAN","KEC. MALO"
"2085","POS PAUD AL FAJAR","DESA NGELO","NGELO","KEC. MARGOMULYO"
"2086","POS PAUD LESTARI II","DUSUN NGASEM DESA MARGOMULYO","MARGOMULYO","KEC. MARGOMULYO"
"2087","POS PAUD IDOLA III","DESA NGELO","NGELO","KEC. MARGOMULYO"
"2088","POS PAUD MELATI","DESA GENENG","GENENG","KEC. MARGOMULYO"
"2089","POS PAUD DEWI SRI","DESA KALANGAN","KALANGAN","KEC. MARGOMULYO"
"2090","POS PAUD MADE ASRI","DESA SUMBEREJO","SUMBEREJO","KEC. MARGOMULYO"
"2091","POS PAUD ANGGREK II","DESA MEDURI","MEDURI","KEC. MARGOMULYO"
"2092","POS PAUD PERTIWI","DUSUN JATIROTO DESA MARGOMULYO","MARGOMULYO","KEC. MARGOMULYO"
"2093","POS PAUD BAHAGIA","DESA MARGOMULYO","MARGOMULYO","KEC. MARGOMULYO"
"2094","POS PAUD NGUDI WARAS","DESA SUMBEREJO","SUMBEREJO","KEC. MARGOMULYO"
"2095","POS PAUD AN NUR II","DESA SUMBEREJO","SUMBEREJO","KEC. MARGOMULYO"
"2096","POS PAUD NURY","DUSUN KALIMOJO DESA MARGOMULYO","MARGOMULYO","KEC. MARGOMULYO"
"2097","POS PAUD SRI WAHYUNI","DESA SUMBEREJO","SUMBEREJO","KEC. MARGOMULYO"
"2098","POS PAUD SRI LESTARI","DESA SUMBEREJO","SUMBEREJO","KEC. MARGOMULYO"
"2099","POS PAUD SIDO LESTARI","DESA SUMBEREJO","SUMBEREJO","KEC. MARGOMULYO"
"2100","POS PAUD LESTARI","DUSUN JERUKGULUNG DESA MARGOMULYO","MARGOMULYO","KEC. MARGOMULYO"
"2101","POS PAUD MELATI 2","DSN DUWEL","NGLAMPIN","KEC. NGAMBON"
"2102","POS PAUD ANGGREK I","JL. TEUKU UMAR, RT. 04, RW.01","NGLAMPIN","KEC. NGAMBON"
"2103","POS PAUD ANGGREK","DUKUH BRANGGAH","BONDOL","KEC. NGAMBON"
"2104","POS PAUD ANGGREK II","DUKUH SENGON","BONDOL","KEC. NGAMBON"
"2105","POS PAUD MELATI I","DUKUH BONDOL","KARANGMANGU","KEC. NGAMBON"
"2106","POS PAUD NUSA INDAH","DESA KARANGMANGU","SENGON","KEC. NGAMBON"
"2107","POS PAUD BOUGENVILE III","DESA SENGON","KARANGMANGU","KEC. NGAMBON"
"2108","POS PAUD MAWAR 1","DESA NGLAMPIN","NGAMBON","KEC. NGAMBON"
"2109","POS PAUD ANGGREK IV","DESA NGAMBON","SENGON","KEC. NGAMBON"
"2110","POS PAUD ANGGREK II","JL HASANUDIN","NGLAMPIN","KEC. NGAMBON"
"2111","POS PAUD ANGGREK III","JL.DIPONEGORO NO. 03 NGAMBON","BONDOL","KEC. NGAMBON"
"2112","POS PAUD MAWAR II","DESA NGLAMPIN","BONDOL","KEC. NGAMBON"
"2113","POS PAUD BAITURROHIM","JL.RAYA KALITIDU NGASEM KM. 09 DUSUN DOWO RT. 05  ","BARENG","KEC. NGASEM"
"2114","POS PAUD DOWO","RAYA KALITIDU NGASEM","BARENG","KEC. NGASEM"
"2115","POS PAUD KASIH IBU","JL. MASJID BABUSSALAM RT 01 RW 01","WADANG","KEC. NGASEM"
"2116","TAAM AL MARZUQI","JL.RAYA NGASEM","BARENG","KEC. NGASEM"
"2117","POS PAUD GADING II","DESA SENTREN","SETREN","KEC. NGASEM"
"2118","POS PAUD KARTINI","JLN.PUSKESMAS","JAMPET","KEC. NGASEM"
"2119","POS PAUD TUNAS MUDA","DESA NGADILUWIH RT 02 RW 01","NGADILUWIH","KEC. NGASEM"
"2120","POS PAUD MAMBAUL ULUM","JL.MASJID BAITUR ROHMAN 107 DS. WADANG","WADANG","KEC. NGASEM"
"2121","POS PAUD TUNAS BANGSA","RT.10 RW.02","KOLONG","KEC. NGASEM"
"2122","POS PAUD MAWAR","DESA BANDUNGREJO","BANDUNGREJO","KEC. NGASEM"
"2123","POS PAUD CERIA II","DESA NGADILUWIH","NGADILUWIH","KEC. NGASEM"
"2124","PP BENIH BANGSA","DESA NGANTRU","NGANTRU","KEC. NGASEM"
"2125","POS PAUD GADING III","DESA SENTREN","SETREN","KEC. NGASEM"
"2126","POS PAUD TUNAS HARAPAN","AMD NO.13 RT.01 RW.01","MEDIYUNAN","KEC. NGASEM"
"2127","POS PAUD LESTARI","TRENGGULUNAN","TRENGGULUNAN","KEC. NGASEM"
"2128","POS PAUD KENANGA","DESA SENDANGHARJO","SENDANGHARJO","KEC. NGASEM"
"2129","POS PAUD TUNAS HARAPAN","MEDIYUNAN","SETREN","KEC. NGASEM"
"2130","POS PAUD MAWAR","JLN RAYA NGASEM","DUKOHKIDUL","KEC. NGASEM"
"2131","POS PAUD FATIHUL HUDA","BALAI DESA RT.04/RW.03","SAMBONG","KEC. NGASEM"
"2132","POS PAUD MELATI","DESA NGASEM","NGASEM","KEC. NGASEM"
"2133","POS PAUD ANGGREK","DESA NGASEM","NGASEM","KEC. NGASEM"
"2134","POS PAUD MELATI","JL. RAJEKWESI RT. 18 RW. 06","JELU","KEC. NGASEM"
"2135","POS PAUD CERIA III","DESA NGADILUWIH","NGADILUWIH","KEC. NGASEM"
"2136","POS PAUD TUNAS RIMBA","DESA BUTOH","BUTOH","KEC. NGASEM"
"2137","POS PAUD GADING 1","DESA SENTREN","SETREN","KEC. NGASEM"
"2138","POS PAUD PUTRA PERTIWI","JL. NAWI NO 72","PANDAN","KEC. NGRAHO"
"2139","POS PAUD PERMATA HATI","BANCER RT005/RW 002","BANCER","KEC. NGRAHO"
"2140","POS PAUD LESTARI","RT.07 RW.02","SUGIH WARAS","KEC. NGRAHO"
"2141","POS PAUD SRIKANDI II","DESA MOJOREJO","MOJOREJO","KEC. NGRAHO"
"2142","POS PAUD PERMATA BUNDA","JALAN BRAMBANGAN PRUWO","SUMBERARUM","KEC. NGRAHO"
"2143","POS PAUD DAHLIA","DESA  KALIREJO","KALIREJO","KEC. NGRAHO"
"2144","POS PAUD MEKARSARI II","DESA TAPELAN","TAPELAN","KEC. NGRAHO"
"2145","POS PAUD MAWAR","JL. A.R HAKIM NO 77","NGRAHO","KEC. NGRAHO"
"2146","POS PAUD MELATI","RT.16 RW.04 DS. PAYAMAN","PAYAMAN","KEC. NGRAHO"
"2147","POS PAUD LESTARI II","DESA SUMBER AGUNG","SUMBERAGUNG","KEC. NGRAHO"
"2148","POS PAUD FLAMBOYAN II","RT. 46 RW. 13 DS. NGANTI","NGANTI","KEC. NGRAHO"
"2149","POS PAUD TANGKAS","KLEMPUN RT 03 RW 01","KLEMPUN","KEC. NGRAHO"
"2150","POS PAUD LESTARI","SUGIHWARAS","SUMBERAGUNG","KEC. NGRAHO"
"2151","POS PAUD JELITA","KINANGGUL YUDO","LUWIHAJI","KEC. NGRAHO"
"2152","POS PAUD MELATI","KARANG TURI","TANGGUNGAN","KEC. NGRAHO"
"2153","POS PAUD MEKARSARI","PUTHUK","TAPELAN","KEC. NGRAHO"
"2154","POS PAUD ANGGREK","BLIMBING GEDE","BLIMBING GEDE","KEC. NGRAHO"
"2155","POS PAUD FLAMBOYAN","NGANTI","NGANTI","KEC. NGRAHO"
"2156","POS PAUD ANANDA","RT.02 RW.01 DESA NGRADIN","NGRADIN","KEC. PADANGAN"
"2157","POS PAUD TUNAS CENDONO","JL. NGAWI DESA CENDONO","CENDONO","KEC. PADANGAN"
"2158","POS PAUD BIMA SAKTI","DESA KEBONAGUNG","KEBUNAGUNG","KEC. PADANGAN"
"2159","POS PAUD BINA ZAHRA","DESA TEBON","TEBON","KEC. PADANGAN"
"2160","POS PAUD SERUNI I","DESA DENGOK","DENGOK","KEC. PADANGAN"
"2161","POS PAUD TUNAS HARAPAN","DSN. BLIMBING DESA PURWOREJO","PURWOREJO","KEC. PADANGAN"
"2162","POS PAUD DAHLIA","JL. RAYA NGAWI NO.326 DESA NGEPER","NGEPER","KEC. PADANGAN"
"2163","POS PAUD BINA PUTRA","RT.01 RW.01 DESA TEBON","TEBON","KEC. PADANGAN"
"2164","POS PAUD DAHLIA","DESA DENGOK","DENGOK","KEC. PADANGAN"
"2165","POS PAUD SERUNI II","DSA DENGOK","DENGOK","KEC. PADANGAN"
"2166","POS PAUD PRATIWI","ROWOBAYAN KUNCEN","KUNCEN","KEC. PADANGAN"
"2167","POS PAUD KENANGA II","DESA PRANGI","PRANGI","KEC. PADANGAN"
"2168","POS PAUD MAYANG MEKAR","DESA NGASINAN","NGASINAN","KEC. PADANGAN"
"2169","POS PAUD BINA ZAHRA","JL. SURABAYA NO.38 BANJARJO PADANGAN","BANJARJO","KEC. PADANGAN"
"2170","POS PAUD SEKAR WANGI","JL. MAKAM SONOREJO","SONOREJO","KEC. PADANGAN"
"2171","POS PAUD TUNAS MULIA","DESA KENDUNG","KENDUNG","KEC. PADANGAN"
"2172","POS PAUD LESTARI","JL. BUDENGAN","NGRADIN","KEC. PADANGAN"
"2173","POS PAUD PERINTIS","JL. RAYA NGAWI NO.326 DESA NGEPER","NGEPER","KEC. PADANGAN"
"2174","POS PAUD KENANGA","DESA PRANGI","PRANGI","KEC. PADANGAN"
